YM,Type,Policy_Rate,US_TP10,US_TP10_base,US_TP10_up,US_TP10_down,US_TP10_bp,US_TP10_base_bp,US_TP10_up_bp,US_TP10_down_bp,Yield_2Y,RN_2Y,TP_2Y,Yield_5Y,RN_5Y,TP_5Y,Yield_10Y,RN_10Y,TP_10Y,Yield_20Y,RN_20Y,TP_20Y,Yield_30Y,RN_30Y,TP_30Y,Yield_40Y,RN_40Y,TP_40Y,Fan_hi_10Y,Fan_lo_10Y,Fan_hi_TP_10Y,Fan_lo_TP_10Y,Fan_hi_20Y,Fan_lo_20Y,Fan_hi_TP_20Y,Fan_lo_TP_20Y,Fan_hi_30Y,Fan_lo_30Y,Fan_hi_TP_30Y,Fan_lo_TP_30Y,Fan_hi_40Y,Fan_lo_40Y,Fan_hi_TP_40Y,Fan_lo_TP_40Y
2026-12,forecast,1.2500,,1.2133,1.4950,0.9317,,121.3,149.5,93.2,1.7032,1.6359,0.0674,2.3123,2.1208,0.1915,3.1213,2.1756,0.9456,3.9947,2.1932,1.8015,4.4719,2.1082,2.3637,4.4059,2.1311,2.2748,3.1845,3.0580,1.0089,0.8823,4.0736,3.9157,1.8805,1.7225,4.5440,4.3999,2.4357,2.2917,4.4752,4.3367,2.3441,2.2056
2027-01,forecast,1.2500,,1.2047,1.5568,0.8526,,120.5,155.7,85.3,1.7662,1.6989,0.0674,2.3874,2.1663,0.2211,3.1946,2.2268,0.9678,4.0132,2.2309,1.7822,4.4611,2.1372,2.3238,4.4002,2.1543,2.2459,3.2737,3.1155,1.0469,0.8887,4.1119,3.9145,1.8809,1.6835,4.5511,4.3710,2.4139,2.2338,4.4868,4.3137,2.3325,2.1594
2027-02,forecast,1.2500,,1.1960,1.6185,0.7735,,119.6,161.9,77.4,1.7662,1.6989,0.0674,2.4170,2.1663,0.2507,3.2168,2.2269,0.9899,3.9940,2.2310,1.7630,4.4213,2.1373,2.2839,4.3715,2.1544,2.2171,3.3117,3.1218,1.0848,0.8950,4.1124,3.8755,1.8814,1.6445,4.5294,4.3132,2.3920,2.1759,4.4753,4.2676,2.3209,2.1132
2027-03,forecast,1.5000,,1.1874,1.6803,0.6945,,118.7,168.0,69.4,1.7662,1.6989,0.0674,2.4466,2.1663,0.2803,3.2389,2.2269,1.0120,3.9748,2.2311,1.7437,4.3815,2.1375,2.2441,4.3427,2.1546,2.1882,3.3497,3.1282,1.1227,0.9013,4.1130,3.8366,1.8819,1.6055,4.5076,4.2555,2.3701,2.1180,4.4639,4.2216,2.3093,2.0670
2027-04,forecast,1.5000,,1.1787,1.7421,0.6154,,117.9,174.2,61.5,1.7662,1.6989,0.0674,2.4762,2.1663,0.3099,3.2611,2.2270,1.0341,3.9557,2.2312,1.7245,4.3418,2.1376,2.2042,4.3140,2.1547,2.1593,3.3877,3.1346,1.1607,0.9076,4.1136,3.7977,1.8824,1.5665,4.4859,4.1977,2.3483,2.0601,4.4524,4.1755,2.2977,2.0208
2027-05,forecast,1.5000,,1.1701,1.8038,0.5363,,117.0,180.4,53.6,1.7662,1.6989,0.0674,2.5058,2.1663,0.3395,3.2833,2.2270,1.0563,3.9365,2.2313,1.7052,4.3020,2.1377,2.1643,4.2852,2.1548,2.1304,3.4257,3.1409,1.1986,0.9139,4.1142,3.7588,1.8829,1.5275,4.4641,4.1399,2.3264,2.0022,4.4410,4.1295,2.2862,1.9746
2027-06,forecast,1.5000,,1.1614,1.8656,0.4572,,116.1,186.6,45.7,1.7662,1.6989,0.0674,2.5354,2.1663,0.3691,3.3055,2.2271,1.0784,3.9174,2.2314,1.6860,4.2623,2.1378,2.1244,4.2565,2.1550,2.1015,3.4637,3.1473,1.2366,0.9202,4.1148,3.7199,1.8834,1.4885,4.4424,4.0822,2.3045,1.9443,4.4296,4.0834,2.2746,1.9284
2027-07,forecast,1.5000,,1.1527,1.9273,0.3782,,115.3,192.7,37.8,1.7662,1.6989,0.0674,2.5650,2.1663,0.3987,3.3277,2.2272,1.1005,3.8982,2.2315,1.6667,4.2225,2.1380,2.0845,4.2278,2.1551,2.0726,3.5017,3.1537,1.2745,0.9265,4.1154,3.6810,1.8838,1.4495,4.4206,4.0244,2.2827,1.8864,4.4181,4.0374,2.2630,1.8822
2027-08,forecast,1.5000,,1.1441,1.9187,0.3695,,114.4,191.9,36.9,1.7662,1.6989,0.0674,2.5946,2.1663,0.4283,3.3499,2.2272,1.1227,3.8790,2.2316,1.6474,4.1828,2.1381,2.0447,4.1990,2.1553,2.0437,3.5239,3.1759,1.2967,0.9487,4.0962,3.6619,1.8646,1.4303,4.3809,3.9846,2.2428,1.8465,4.3894,4.0086,2.2341,1.8534
2027-09,forecast,1.5000,,1.1354,1.9100,0.3608,,113.5,191.0,36.1,1.7662,1.6989,0.0674,2.5863,2.1663,0.4200,3.3330,2.2273,1.1057,3.8599,2.2317,1.6282,4.1430,2.1382,2.0048,4.1703,2.1554,2.0149,3.5070,3.1590,1.2797,0.9317,4.0770,3.6427,1.8453,1.4110,4.3411,3.9449,2.2029,1.8067,4.3606,3.9799,2.2052,1.8245
2027-10,forecast,1.5000,,1.1268,1.9014,0.3522,,112.7,190.1,35.2,1.7662,1.6989,0.0674,2.5780,2.1663,0.4117,3.3161,2.2273,1.0888,3.8407,2.2318,1.6089,4.1032,2.1383,1.9649,4.1415,2.1556,1.9860,3.4901,3.1421,1.2628,0.9148,4.0579,3.6236,1.8261,1.3918,4.3014,3.9051,2.1630,1.7668,4.3319,3.9511,2.1764,1.7956
2027-11,forecast,1.5000,,1.1181,1.8927,0.3435,,111.8,189.3,34.4,1.7662,1.6989,0.0674,2.5696,2.1663,0.4033,3.2992,2.2274,1.0718,3.8216,2.2319,1.5897,4.0635,2.1385,1.9250,4.1128,2.1557,1.9571,3.4732,3.1252,1.2458,0.8978,4.0387,3.6044,1.8068,1.3725,4.2616,3.8654,2.1231,1.7269,4.3032,3.9224,2.1475,1.7667
2027-12,forecast,1.5000,,1.1095,1.8841,0.3349,,110.9,188.4,33.5,1.7662,1.6989,0.0674,2.5613,2.1663,0.3950,3.2823,2.2274,1.0549,3.8024,2.2320,1.5704,4.0237,2.1386,1.8851,4.0840,2.1558,1.9282,3.4563,3.1083,1.2289,0.8809,4.0196,3.5853,1.7876,1.3533,4.2219,3.8256,2.0833,1.6870,4.2744,3.8937,2.1186,1.7378
2028-01,forecast,1.5000,,1.1008,1.8754,0.3262,,110.1,187.5,32.6,1.7662,1.6989,0.0674,2.5530,2.1663,0.3867,3.2654,2.2275,1.0379,3.7833,2.2321,1.5512,3.9840,2.1387,1.8453,4.0553,2.1560,1.8993,3.4394,3.0914,1.2120,0.8639,4.0004,3.5661,1.7683,1.3340,4.1821,3.7859,2.0434,1.6472,4.2457,3.8649,2.0897,1.7089
2028-02,forecast,1.5000,,1.0922,1.8668,0.3176,,109.2,186.7,31.8,1.7662,1.6989,0.0674,2.5446,2.1663,0.3783,3.2485,2.2276,1.0210,3.7641,2.2322,1.5319,3.9442,2.1388,1.8054,4.0265,2.1561,1.8704,3.4226,3.0745,1.1950,0.8470,3.9812,3.5469,1.7491,1.3147,4.1423,3.7461,2.0035,1.6073,4.2169,3.8362,2.0608,1.6800
2028-03,forecast,1.5000,,1.0835,1.8581,0.3089,,108.3,185.8,30.9,1.7662,1.6989,0.0674,2.5363,2.1663,0.3700,3.2317,2.2276,1.0041,3.7449,2.2323,1.5126,3.9045,2.1390,1.7655,3.9978,2.1563,1.8415,3.4057,3.0577,1.1781,0.8300,3.9621,3.5278,1.7298,1.2955,4.1026,3.7064,1.9636,1.5674,4.1882,3.8074,2.0319,1.6512
2028-04,forecast,1.5000,,1.0748,1.8494,0.3002,,107.5,184.9,30.0,1.7662,1.6989,0.0674,2.5280,2.1663,0.3617,3.2148,2.2277,0.9871,3.7258,2.2324,1.4934,3.8647,2.1391,1.7256,3.9691,2.1564,1.8127,3.3888,3.0408,1.1611,0.8131,3.9429,3.5086,1.7105,1.2762,4.0628,3.6666,1.9237,1.5275,4.1594,3.7787,2.0030,1.6223
2028-05,forecast,1.5000,,1.0662,1.8408,0.2916,,106.6,184.1,29.2,1.7662,1.6989,0.0674,2.5196,2.1663,0.3533,3.1979,2.2277,0.9702,3.7066,2.2325,1.4741,3.8250,2.1392,1.6857,3.9403,2.1565,1.7838,3.3719,3.0239,1.1442,0.7962,3.9238,3.4895,1.6913,1.2570,4.0231,3.6268,1.8839,1.4876,4.1307,3.7499,1.9742,1.5934
2028-06,forecast,1.5000,,1.0575,1.8321,0.2829,,105.8,183.2,28.3,1.7662,1.6989,0.0674,2.5113,2.1663,0.3450,3.1810,2.2278,0.9532,3.7043,2.2326,1.4717,3.8229,2.1393,1.6835,3.9383,2.1567,1.7816,3.3550,3.0070,1.1272,0.7792,3.9214,3.4871,1.6889,1.2546,4.0210,3.6248,1.8816,1.4854,4.1287,3.7479,1.9720,1.5913
2028-07,forecast,1.5000,,1.0489,1.8235,0.2743,,104.9,182.3,27.4,1.7662,1.6989,0.0674,2.5030,2.1663,0.3367,3.1641,2.2278,0.9363,3.7020,2.2327,1.4693,3.8208,2.1395,1.6813,3.9363,2.1568,1.7795,3.3381,2.9901,1.1103,0.7623,3.9191,3.4848,1.6864,1.2521,4.0189,3.6227,1.8794,1.4832,4.1267,3.7460,1.9699,1.5891
2028-08,forecast,1.5000,,1.0402,1.8148,0.2656,,104.0,181.5,26.6,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1472,2.2279,0.9193,3.6996,2.2328,1.4669,3.8187,2.1396,1.6791,3.9344,2.1570,1.7774,3.3212,2.9732,1.0933,0.7453,3.9168,3.4825,1.6840,1.2497,4.0168,3.6206,1.8772,1.4810,4.1247,3.7440,1.9678,1.5870
2028-09,forecast,1.5000,,1.0316,1.8062,0.2570,,103.2,180.6,25.7,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1453,2.2280,0.9174,3.6973,2.2329,1.4644,3.8166,2.1397,1.6769,3.9324,2.1571,1.7753,3.3193,2.9713,1.0914,0.7434,3.9145,3.4801,1.6816,1.2473,4.0147,3.6185,1.8750,1.4788,4.1228,3.7420,1.9656,1.5849
2028-10,forecast,1.5000,,1.0229,1.7975,0.2483,,102.3,179.8,24.8,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1434,2.2280,0.9154,3.6950,2.2330,1.4620,3.8145,2.1398,1.6747,3.9304,2.1573,1.7731,3.3175,2.9694,1.0894,0.7414,3.9121,3.4778,1.6792,1.2448,4.0126,3.6164,1.8728,1.4766,4.1208,3.7400,1.9635,1.5827
2028-11,forecast,1.5000,,1.0143,1.7888,0.2397,,101.4,178.9,24.0,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1416,2.2281,0.9135,3.6926,2.2331,1.4596,3.8124,2.1400,1.6725,3.9284,2.1574,1.7710,3.3156,2.9676,1.0875,0.7395,3.9098,3.4755,1.6767,1.2424,4.0105,3.6143,1.8706,1.4743,4.1188,3.7380,1.9614,1.5806
2028-12,forecast,1.5000,,1.0056,1.7802,0.2310,,100.6,178.0,23.1,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1397,2.2281,0.9115,3.6903,2.2332,1.4571,3.8103,2.1401,1.6702,3.9264,2.1575,1.7689,3.3137,2.9657,1.0856,0.7375,3.9075,3.4732,1.6743,1.2400,4.0084,3.6122,1.8684,1.4721,4.1168,3.7360,1.9593,1.5785
2029-01,forecast,1.5000,,0.9969,1.7715,0.2223,,99.7,177.2,22.2,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1378,2.2282,0.9096,3.6880,2.2333,1.4547,3.8082,2.1402,1.6680,3.9244,2.1577,1.7667,3.3118,2.9638,1.0836,0.7356,3.9051,3.4708,1.6719,1.2376,4.0064,3.6101,1.8662,1.4699,4.1148,3.7341,1.9571,1.5764
2029-02,forecast,1.5000,,0.9883,1.7629,0.2137,,98.8,176.3,21.4,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1359,2.2282,0.9077,3.6857,2.2334,1.4523,3.8061,2.1403,1.6658,3.9224,2.1578,1.7646,3.3099,2.9619,1.0817,0.7337,3.9028,3.4685,1.6694,1.2351,4.0043,3.6080,1.8639,1.4677,4.1128,3.7321,1.9550,1.5742
2029-03,forecast,1.5000,,0.9796,1.7542,0.2050,,98.0,175.4,20.5,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1340,2.2283,0.9057,3.6833,2.2335,1.4499,3.8041,2.1405,1.6636,3.9205,2.1580,1.7625,3.3080,2.9600,1.0797,0.7317,3.9005,3.4662,1.6670,1.2327,4.0022,3.6059,1.8617,1.4655,4.1108,3.7301,1.9529,1.5721
2029-04,forecast,1.5000,,0.9710,1.7456,0.1964,,97.1,174.6,19.6,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1321,2.2284,0.9038,3.6810,2.2336,1.4474,3.8020,2.1406,1.6614,3.9185,2.1581,1.7604,3.3061,2.9581,1.0778,0.7298,3.8982,3.4638,1.6646,1.2303,4.0001,3.6039,1.8595,1.4633,4.1089,3.7281,1.9507,1.5700
2029-05,forecast,1.5000,,0.9623,1.7369,0.1877,,96.2,173.7,18.8,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1302,2.2284,0.9018,3.6787,2.2337,1.4450,3.7999,2.1407,1.6592,3.9165,2.1583,1.7582,3.3042,2.9562,1.0758,0.7278,3.8958,3.4615,1.6622,1.2279,3.9980,3.6018,1.8573,1.4611,4.1069,3.7261,1.9486,1.5679
2029-06,forecast,1.5000,,0.9537,1.7283,0.1791,,95.4,172.8,17.9,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1283,2.2284,0.8999,3.6762,2.2337,1.4426,3.7977,2.1407,1.6570,3.9144,2.1583,1.7561,3.3023,2.9543,1.0739,0.7259,3.8934,3.4591,1.6597,1.2254,3.9958,3.5996,1.8551,1.4589,4.1047,3.7240,1.9465,1.5657
2029-07,forecast,1.5000,,0.9450,1.7196,0.1704,,94.5,172.0,17.0,1.7662,1.6989,0.0674,2.4946,2.1663,0.3283,3.1263,2.2284,0.8979,3.6738,2.2337,1.4402,3.7955,2.1407,1.6548,3.9122,2.1583,1.7540,3.3004,2.9523,1.0719,0.7239,3.8910,3.4567,1.6573,1.2230,3.9936,3.5973,1.8529,1.4566,4.1026,3.7218,1.9444,1.5636
